path,tag
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-01-07.npz,2006-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-01-14.npz,2006-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-01-21.npz,2006-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-01-28.npz,2006-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-02-01.npz,2006-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-02-07.npz,2006-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-02-14.npz,2006-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-02-21.npz,2006-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-02-28.npz,2006-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-03-01.npz,2006-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-03-07.npz,2006-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-03-14.npz,2006-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-03-21.npz,2006-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-03-28.npz,2006-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-04-01.npz,2006-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-04-07.npz,2006-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-04-14.npz,2006-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-04-21.npz,2006-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-04-28.npz,2006-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-05-01.npz,2006-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-05-07.npz,2006-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-05-14.npz,2006-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-05-21.npz,2006-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-05-28.npz,2006-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-06-01.npz,2006-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-06-07.npz,2006-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-06-14.npz,2006-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-06-21.npz,2006-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-06-28.npz,2006-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-07-01.npz,2006-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-07-07.npz,2006-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-07-14.npz,2006-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-07-21.npz,2006-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-07-28.npz,2006-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-08-01.npz,2006-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-08-07.npz,2006-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-08-14.npz,2006-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-08-21.npz,2006-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-08-28.npz,2006-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-09-01.npz,2006-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-09-07.npz,2006-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-09-14.npz,2006-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-09-21.npz,2006-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-09-28.npz,2006-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-10-01.npz,2006-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-10-07.npz,2006-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-10-14.npz,2006-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-10-21.npz,2006-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-10-28.npz,2006-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-11-01.npz,2006-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-11-07.npz,2006-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-11-14.npz,2006-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-11-21.npz,2006-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-11-28.npz,2006-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-12-01.npz,2006-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-12-07.npz,2006-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-12-14.npz,2006-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-12-21.npz,2006-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2006-12-28.npz,2006-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-01-01.npz,2007-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-01-07.npz,2007-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-01-14.npz,2007-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-01-21.npz,2007-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-01-28.npz,2007-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-02-01.npz,2007-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-02-07.npz,2007-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-02-14.npz,2007-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-02-21.npz,2007-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-02-28.npz,2007-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-03-01.npz,2007-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-03-07.npz,2007-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-03-14.npz,2007-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-03-21.npz,2007-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-03-28.npz,2007-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-04-01.npz,2007-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-04-07.npz,2007-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-04-14.npz,2007-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-04-21.npz,2007-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-04-28.npz,2007-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-05-01.npz,2007-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-05-07.npz,2007-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-05-14.npz,2007-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-05-21.npz,2007-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-05-28.npz,2007-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-06-01.npz,2007-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-06-07.npz,2007-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-06-14.npz,2007-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-06-21.npz,2007-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-06-28.npz,2007-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-07-01.npz,2007-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-07-07.npz,2007-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-07-14.npz,2007-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-07-21.npz,2007-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-07-28.npz,2007-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-08-01.npz,2007-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-08-07.npz,2007-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-08-14.npz,2007-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-08-21.npz,2007-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-08-28.npz,2007-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-09-01.npz,2007-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-09-07.npz,2007-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-09-14.npz,2007-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-09-21.npz,2007-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-09-28.npz,2007-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-10-01.npz,2007-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-10-07.npz,2007-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-10-14.npz,2007-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-10-21.npz,2007-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-10-28.npz,2007-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-11-01.npz,2007-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-11-07.npz,2007-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-11-14.npz,2007-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-11-21.npz,2007-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-11-28.npz,2007-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-12-01.npz,2007-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-12-07.npz,2007-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-12-14.npz,2007-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-12-21.npz,2007-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2007-12-28.npz,2007-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-01-01.npz,2008-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-01-07.npz,2008-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-01-14.npz,2008-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-01-21.npz,2008-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-01-28.npz,2008-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-02-01.npz,2008-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-02-07.npz,2008-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-02-14.npz,2008-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-02-21.npz,2008-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-02-28.npz,2008-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-03-01.npz,2008-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-03-07.npz,2008-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-03-14.npz,2008-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-03-21.npz,2008-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-03-28.npz,2008-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-04-01.npz,2008-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-04-07.npz,2008-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-04-14.npz,2008-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-04-21.npz,2008-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-04-28.npz,2008-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-05-01.npz,2008-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-05-07.npz,2008-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-05-14.npz,2008-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-05-21.npz,2008-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-05-28.npz,2008-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-06-01.npz,2008-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-06-07.npz,2008-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-06-14.npz,2008-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-06-21.npz,2008-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-06-28.npz,2008-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-07-01.npz,2008-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-07-07.npz,2008-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-07-14.npz,2008-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-07-21.npz,2008-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-07-28.npz,2008-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-08-01.npz,2008-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-08-07.npz,2008-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-08-14.npz,2008-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-08-21.npz,2008-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-08-28.npz,2008-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-09-01.npz,2008-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-09-07.npz,2008-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-09-14.npz,2008-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-09-21.npz,2008-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-09-28.npz,2008-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-10-01.npz,2008-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-10-07.npz,2008-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-10-14.npz,2008-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-10-21.npz,2008-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-10-28.npz,2008-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-11-01.npz,2008-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-11-07.npz,2008-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-11-14.npz,2008-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-11-21.npz,2008-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-11-28.npz,2008-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-12-01.npz,2008-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-12-07.npz,2008-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-12-14.npz,2008-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-12-21.npz,2008-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2008-12-28.npz,2008-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-01-01.npz,2009-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-01-07.npz,2009-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-01-14.npz,2009-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-01-21.npz,2009-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-01-28.npz,2009-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-02-01.npz,2009-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-02-07.npz,2009-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-02-14.npz,2009-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-02-21.npz,2009-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-02-28.npz,2009-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-03-01.npz,2009-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-03-07.npz,2009-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-03-14.npz,2009-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-03-21.npz,2009-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-03-28.npz,2009-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-04-01.npz,2009-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-04-07.npz,2009-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-04-14.npz,2009-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-04-21.npz,2009-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-04-28.npz,2009-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-05-01.npz,2009-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-05-07.npz,2009-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-05-14.npz,2009-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-05-21.npz,2009-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-05-28.npz,2009-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-06-01.npz,2009-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-06-07.npz,2009-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-06-14.npz,2009-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-06-21.npz,2009-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-06-28.npz,2009-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-07-01.npz,2009-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-07-07.npz,2009-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-07-14.npz,2009-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-07-21.npz,2009-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-07-28.npz,2009-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-08-01.npz,2009-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-08-07.npz,2009-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-08-14.npz,2009-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-08-21.npz,2009-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-08-28.npz,2009-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-09-01.npz,2009-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-09-07.npz,2009-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-09-14.npz,2009-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-09-21.npz,2009-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-09-28.npz,2009-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-10-01.npz,2009-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-10-07.npz,2009-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-10-14.npz,2009-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-10-21.npz,2009-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-10-28.npz,2009-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-11-01.npz,2009-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-11-07.npz,2009-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-11-14.npz,2009-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-11-21.npz,2009-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-11-28.npz,2009-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-12-01.npz,2009-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-12-07.npz,2009-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-12-14.npz,2009-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-12-21.npz,2009-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2009-12-28.npz,2009-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-01-01.npz,2010-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-01-07.npz,2010-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-01-14.npz,2010-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-01-21.npz,2010-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-01-28.npz,2010-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-02-01.npz,2010-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-02-07.npz,2010-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-02-14.npz,2010-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-02-21.npz,2010-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-02-28.npz,2010-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-03-01.npz,2010-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-03-07.npz,2010-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-03-14.npz,2010-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-03-21.npz,2010-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-03-28.npz,2010-03-28
